,nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id,date
2125,2.0,80.0,62.5,115.0,109.5,Between 18 and 25,M,High School,University Student,2.0,2021-02-18
2127,5.0,22.5,-35.0,-62.5,-9.0,Less than 18,M,Middle School,Student,16.0,2021-02-18
2128,5.0,32.5,-20.0,-7.5,6.0,Less than 18,M,Middle School,Student,27.0,2021-02-18
2130,5.0,75.0,-15.0,-77.5,23.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-18
2132,3.0,25.0,-10.0,-2.5,29.0,Between 56 and 65,F,Middle School,Permanent Employee,27.0,2021-02-18
2133,6.0,-72.5,15.0,72.5,-13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,49.0,2021-02-18
2134,6.0,35.0,0.0,-2.5,34.0,Between 56 and 65,F,Middle School,Permanent Employee,13.0,2021-02-18
2135,5.0,75.0,-20.0,-85.0,18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-18
2136,5.0,72.5,-15.0,-77.5,18.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-18
2137,5.0,72.5,-15.0,-77.5,18.0,Between 18 and 25,M,High School,Student,9.0,2021-02-18
2138,4.0,60.0,25.0,10.0,62.0,Between 18 and 25,M,High School,Student,12.0,2021-02-18
2140,4.0,70.0,0.0,7.5,86.0,Between 18 and 25,M,High School,University Student,12.0,2021-02-18
2142,2.0,85.0,7.5,22.5,97.0,Less than 18,M,I'd rather not answer,Student,4.0,2021-02-18
2143,5.0,-12.5,20.0,-15.0,-26.5,Between 18 and 25,M,High School,Student,27.0,2021-02-18
2144,2.0,70.0,12.5,47.5,107.0,Less than 18,M,I'd rather not answer,Student,12.0,2021-02-19
2147,6.0,22.5,-5.0,0.0,47.0,Between 18 and 25,M,I'd rather not answer,University Student,28.0,2021-02-19
2148,5.0,-35.0,-25.0,22.5,-4.0,Less than 18,M,High School,Entrepreneur,41.0,2021-02-19
2149,5.0,42.5,-62.5,-100.0,-38.5,Less than 18,M,Middle School,Student,10.0,2021-02-19
2151,5.0,-30.0,-10.0,-50.0,-8.5,Between 18 and 25,M,Bachelor's Degree,University Student,44.0,2021-02-20
2152,5.0,17.5,-5.0,-37.5,11.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,27.0,2021-02-20
2154,5.0,-30.0,-80.0,-150.0,-82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0,2021-02-20
2156,6.0,42.5,0.0,10.0,40.5,Less than 18,M,I'd rather not answer,Student,12.0,2021-02-20
2157,6.0,32.5,0.0,7.5,55.5,Less than 18,M,I'd rather not answer,Student,19.0,2021-02-20
2159,5.0,27.5,-50.0,-90.0,-24.5,Between 18 and 25,M,Middle School,Student,37.0,2021-02-21
2160,5.0,15.0,-90.0,-145.0,-55.5,Between 18 and 25,M,Middle School,I'd rather not answer,24.0,2021-02-21
2161,5.0,27.5,-35.0,-50.0,-47.0,Between 18 and 25,M,Master's Degree,Entrepreneur,17.0,2021-02-21
2162,5.0,-27.5,-57.5,-57.5,-69.5,Between 18 and 25,M,Master's Degree,Looking for employment,30.0,2021-02-21
2163,5.0,35.0,-10.0,-5.0,-7.0,Less than 18,M,Middle School,Student,27.0,2021-02-21
2164,5.0,22.5,-10.0,-32.5,-22.0,Less than 18,M,Middle School,I'd rather not answer,20.0,2021-02-21
2165,5.0,22.5,-20.0,-45.0,-34.5,Between 26 and 35,F,First Level Master Degree,Public Employee,18.0,2021-02-21
2166,6.0,27.5,12.5,-27.5,50.5,Less than 18,M,Middle School,Student,16.0,2021-02-21
2167,5.0,30.0,-27.5,-57.5,-14.5,Less than 18,M,High School,Student,16.0,2021-02-21
2169,5.0,7.5,-47.5,-85.0,-44.5,Less than 18,M,Middle School,Student,37.0,2021-02-21
2170,2.0,57.5,30.0,102.5,124.5,Between 18 and 25,F,High School,University Student,14.0,2021-02-21
2171,2.0,82.5,65.0,92.5,114.5,Between 18 and 25,F,Bachelor's Degree,University Student,2.0,2021-02-21
2172,5.0,35.0,-15.0,-15.0,-57.0,Between 26 and 35,M,High School,Fixed Term Employee,20.0,2021-02-21
2173,5.0,32.5,-17.5,-17.5,-62.0,Between 26 and 35,M,High School,Fixed Term Employee,18.0,2021-02-21
2174,5.0,-27.5,-50.0,-105.0,-44.5,Between 18 and 25,M,High School,Student,30.0,2021-02-21
2175,5.0,72.5,-20.0,-80.0,13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-21
2176,5.0,-2.5,-40.0,-90.0,-14.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-02-21
2177,2.0,65.0,35.0,45.0,71.0,Less than 18,F,Middle School,Student,12.0,2021-02-21
2178,5.0,50.0,-65.0,-130.0,8.0,Between 26 and 35,M,Master's Degree,University Student,10.0,2021-02-21
2179,2.0,32.5,37.5,55.0,86.0,Between 18 and 25,M,High School,University Student,21.0,2021-02-21
2181,4.0,5.0,17.5,35.0,51.0,Between 18 and 25,M,High School,University Student,28.0,2021-02-21
2182,4.0,-5.0,5.0,22.5,52.5,Between 18 and 25,M,Middle School,Student,28.0,2021-02-21
2183,5.0,-7.5,-10.0,-10.0,22.5,Between 18 and 25,M,Middle School,Student,27.0,2021-02-21
2184,2.0,67.5,35.0,45.0,117.0,Between 18 and 25,M,High School,Student,2.0,2021-02-21
2188,5.0,40.0,-60.0,-145.0,-42.0,Between 18 and 25,M,Vocational qualification,Looking for employment,24.0,2021-02-21
2189,5.0,37.5,-60.0,-150.0,-52.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,24.0,2021-02-21
2190,5.0,-5.0,-30.0,-87.5,-49.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-22
2192,5.0,47.5,-52.5,-130.0,-79.5,Less than 18,M,Middle School,I'd rather not answer,10.0,2021-02-22
2193,5.0,-5.0,-40.0,-97.5,-54.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-22
2194,5.0,-50.0,-67.5,-140.0,-144.5,Between 46 and 55,M,PhD,Entrepreneur,39.0,2021-02-22
2195,5.0,-50.0,0.0,-140.0,-62.0,Less than 18,M,High School,Student,43.0,2021-02-22
2197,5.0,-17.5,-32.5,-85.0,-49.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-22
2198,5.0,30.0,-42.5,-120.0,-74.5,Less than 18,M,Middle School,Student,17.0,2021-02-22
2199,2.0,80.0,70.0,95.0,139.5,Between 26 and 35,M,Bachelor's Degree,Fixed Term Employee,2.0,2021-02-22
2202,2.0,50.0,25.0,47.5,88.0,Between 18 and 25,M,High School,Student,21.0,2021-02-22
2204,2.0,70.0,25.0,62.5,114.5,Between 36 and 45,M,High School,Public Employee,2.0,2021-02-22
2205,3.0,37.5,-47.5,-30.0,43.5,Less than 18,M,Middle School,Student,16.0,2021-02-22
2206,2.0,75.0,15.0,37.5,102.0,Less than 18,M,Middle School,Student,12.0,2021-02-22
2208,2.0,82.5,80.0,95.0,157.0,I'd rather not answer,M,I'd rather not answer,Student,2.0,2021-02-22
2209,5.0,-22.5,25.0,-10.0,-17.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-22
2211,5.0,40.0,0.0,-80.0,32.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-22
2212,2.0,75.0,67.5,117.5,162.0,Less than 18,F,Middle School,Student,2.0,2021-02-22
2214,2.0,72.5,72.5,135.0,159.5,Less than 18,F,Middle School,Student,1.0,2021-02-22
2216,5.0,-80.0,-70.0,-105.0,-52.0,Between 26 and 35,M,Master's Degree,Entrepreneur,39.0,2021-02-22
2220,2.0,80.0,17.5,42.5,103.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,4.0,2021-02-22
2223,5.0,72.5,-20.0,-80.0,13.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-22
2225,5.0,75.0,-20.0,-90.0,10.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-22
2226,5.0,70.0,-35.0,-105.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,8.0,2021-02-22
2228,5.0,70.0,-35.0,-105.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,8.0,2021-02-22
2229,5.0,72.5,-30.0,-95.0,8.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-22
2230,5.0,22.5,-72.5,-160.0,-109.5,Less than 18,M,Middle School,Student,24.0,2021-02-22
2231,5.0,25.0,-35.0,-80.0,-28.0,Less than 18,M,Middle School,Student,17.0,2021-02-22
2233,6.0,65.0,-15.0,-27.5,56.0,Between 18 and 25,M,High School,University Student,13.0,2021-02-22
2234,2.0,85.0,45.0,110.0,137.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0,2021-02-23
2235,5.0,-15.0,-50.0,-97.5,-69.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2236,5.0,-65.0,-55.0,-97.5,-89.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2021-02-23
2237,5.0,-15.0,-47.5,-100.0,-67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2238,5.0,-12.5,-37.5,-97.5,-67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2239,5.0,-5.0,-37.5,-65.0,-59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2240,5.0,-50.0,0.0,-20.0,7.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-02-23
2241,5.0,-15.0,-37.5,-65.0,-54.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2242,3.0,37.5,0.0,-20.0,23.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-23
2243,5.0,45.0,-10.0,-20.0,11.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-23
2244,5.0,-80.0,-90.0,-160.0,-162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2021-02-23
2248,2.0,80.0,90.0,170.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,1.0,2021-02-23
2250,5.0,20.0,-5.0,-35.0,6.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-23
2253,2.0,50.0,50.0,110.0,106.0,Less than 18,M,I'd rather not answer,Student,14.0,2021-02-23
2254,2.0,60.0,55.0,70.0,120.0,Less than 18,M,Middle School,Student,14.0,2021-02-23
2255,5.0,20.0,-7.5,-17.5,11.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-23
2256,5.0,15.0,-12.5,-35.0,1.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-23
2258,2.0,17.5,40.0,67.5,88.5,Less than 18,M,Middle School,Student,21.0,2021-02-23
2259,2.0,65.0,37.5,85.0,121.0,Between 18 and 25,M,High School,University Student,14.0,2021-02-23
2260,3.0,35.0,-15.0,-10.0,27.5,More than 65,F,High School,Retired,13.0,2021-02-23
2262,6.0,25.0,-17.5,0.0,51.0,Between 46 and 55,M,Master's Degree,Freelance,13.0,2021-02-23
2263,2.0,75.0,45.0,90.0,129.5,Between 18 and 25,M,I'd rather not answer,I'd rather not answer,2.0,2021-02-23
2264,5.0,27.5,-35.0,-57.5,18.0,Between 18 and 25,M,High School,Student,16.0,2021-02-23
2265,6.0,2.5,-10.0,7.5,38.5,Less than 18,M,High School,Student,27.0,2021-02-23
2266,5.0,0.0,-27.5,-10.0,23.5,Less than 18,M,Middle School,Student,27.0,2021-02-23
2267,2.0,65.0,45.0,65.0,79.5,Less than 18,M,Middle School,Student,14.0,2021-02-23
2268,5.0,-5.0,-30.0,-20.0,18.5,Less than 18,M,High School,Student,27.0,2021-02-23
2269,4.0,45.0,20.0,20.0,79.5,Less than 18,M,Middle School,Student,12.0,2021-02-23
2270,5.0,-5.0,-37.5,-7.5,-6.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-23
2272,5.0,-15.0,-40.0,-70.0,-57.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2273,5.0,2.5,-72.5,-130.0,-122.0,Less than 18,M,Middle School,Student,38.0,2021-02-23
2274,5.0,22.5,-55.0,-100.0,-89.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,17.0,2021-02-23
2275,4.0,42.5,27.5,7.5,68.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,12.0,2021-02-23
2276,5.0,22.5,-60.0,-117.5,-37.0,Less than 18,M,Vocational qualification,Student,37.0,2021-02-23
2278,5.0,20.0,-57.5,-117.5,-27.0,I'd rather not answer,N,High School,Student,37.0,2021-02-23
2281,5.0,-25.0,-47.5,-60.0,-67.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2286,5.0,-15.0,-37.5,-20.0,-24.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,31.0,2021-02-23
2287,2.0,-40.0,60.0,170.0,82.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,35.0,2021-02-23
2288,5.0,-15.0,-37.5,-52.5,-47.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,30.0,2021-02-23
2289,5.0,-60.0,-37.5,-35.0,-69.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2021-02-23
2290,5.0,-65.0,-50.0,-32.5,-92.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,45.0,2021-02-23
2291,5.0,-67.5,-50.0,-37.5,-87.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,45.0,2021-02-23
2292,5.0,-30.0,-35.0,-40.0,-74.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2021-02-23
2293,5.0,-62.5,-50.0,10.0,-76.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,45.0,2021-02-23
2294,5.0,-55.0,-50.0,0.0,-51.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2021-02-23
2297,5.0,-60.0,-55.0,-2.5,-51.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2021-02-23
2300,5.0,-55.0,-45.0,-12.5,-62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,40.0,2021-02-23
2302,6.0,12.5,-10.0,0.0,57.0,Less than 18,M,High School,Student,28.0,2021-02-23
2303,4.0,30.0,-10.0,12.5,59.0,Between 18 and 25,F,Bachelor's Degree,University Student,13.0,2021-02-23
2312,2.0,27.5,100.0,155.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-23
2313,5.0,12.5,-22.5,-42.5,-11.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-23
2315,5.0,-57.5,-42.5,-72.5,-69.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,45.0,2021-02-24
2316,5.0,-60.0,-32.5,-67.5,-59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0,2021-02-24
2317,5.0,-60.0,-32.5,-67.5,-59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0,2021-02-24
2318,5.0,-55.0,-40.0,-67.5,-59.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0,2021-02-24
2320,6.0,47.5,-22.5,-15.0,48.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-24
2321,6.0,27.5,-42.5,-2.5,63.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-24
2322,5.0,32.5,-22.5,-50.0,10.0,Between 18 and 25,M,High School,Student,16.0,2021-02-24
2323,4.0,40.0,0.0,12.5,53.5,Less than 18,M,High School,Student,12.0,2021-02-24
2324,2.0,30.0,32.5,55.0,92.5,Between 18 and 25,M,High School,Student,21.0,2021-02-24
2325,4.0,40.0,-22.5,5.0,77.0,Between 18 and 25,M,Middle School,Student,13.0,2021-02-24
2326,2.0,82.5,50.0,50.0,109.5,Less than 18,M,Middle School,Student,2.0,2021-02-24
2328,2.0,30.0,35.0,65.0,107.5,Less than 18,M,High School,Student,21.0,2021-02-24
2329,4.0,52.5,30.0,15.0,70.0,Less than 18,F,Middle School,Student,12.0,2021-02-24
2330,6.0,32.5,-35.0,5.0,68.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-24
2331,6.0,50.0,-7.5,-7.5,50.0,Between 18 and 25,M,High School,University Student,13.0,2021-02-24
2332,2.0,52.5,40.0,60.0,107.0,Less than 18,N,Middle School,Student,14.0,2021-02-24
2333,5.0,20.0,-37.5,-60.0,12.5,Less than 18,M,High School,Student,16.0,2021-02-24
2334,2.0,42.5,32.5,62.5,97.5,Less than 18,M,High School,Student,21.0,2021-02-24
2335,5.0,-40.0,0.0,40.0,-12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,41.0,2021-02-24
2336,5.0,-80.0,20.0,20.0,-58.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,51.0,2021-02-24
2337,5.0,40.0,0.0,-40.0,12.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-24
2338,5.0,5.0,-10.0,-7.5,3.5,Less than 18,M,High School,Student,27.0,2021-02-24
2339,5.0,0.0,0.0,0.0,0.0,,,,,27.0,2021-02-24
2340,4.0,42.5,0.0,17.5,78.5,Less than 18,M,Middle School,Student,12.0,2021-02-24
2341,6.0,52.5,-5.0,-2.5,60.5,Less than 18,M,Middle School,Student,12.0,2021-02-24
2342,2.0,20.0,20.0,37.5,103.5,Between 18 and 25,M,High School,University Student,19.0,2021-02-24
2343,2.0,-22.5,32.5,102.5,86.0,Less than 18,M,High School,Student,34.0,2021-02-24
2344,2.0,72.5,20.0,52.5,123.5,Between 18 and 25,M,High School,University Student,2.0,2021-02-24
2345,5.0,15.0,-17.5,-57.5,-21.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,18.0,2021-02-24
2346,2.0,55.0,35.0,27.5,102.5,Between 18 and 25,F,High School,University Student,12.0,2021-02-24
2347,2.0,55.0,17.5,40.0,83.5,Between 46 and 55,M,Master's Degree,Permanent Employee,12.0,2021-02-24
2348,5.0,15.0,-20.0,-62.5,-21.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,17.0,2021-02-24
2349,4.0,22.5,-32.5,5.0,78.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-24
2350,4.0,62.5,-5.0,30.0,55.0,Between 36 and 45,F,Master's Degree,Public Employee,12.0,2021-02-24
2351,5.0,-80.0,-80.0,-160.0,-132.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0,2021-02-24
2355,2.0,30.0,37.5,40.0,83.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,21.0,2021-02-24
2356,5.0,12.5,-20.0,-57.5,-18.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,18.0,2021-02-24
2358,5.0,30.0,-10.0,-25.0,24.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-24
2359,2.0,30.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-24
2360,5.0,40.0,2.5,-60.0,35.5,Between 26 and 35,M,Bachelor's Degree,Looking for employment,16.0,2021-02-24
2361,2.0,87.5,25.0,50.0,98.5,Between 46 and 55,F,Master's Degree,Freelance,2.0,2021-02-24
2362,5.0,7.5,-30.0,-47.5,7.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0,2021-02-24
2364,5.0,47.5,-35.0,-27.5,4.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-24
2365,6.0,37.5,0.0,-12.5,61.0,Less than 18,F,Middle School,Student,13.0,2021-02-24
2366,2.0,50.0,45.0,82.5,107.0,Between 18 and 25,M,High School,Student,14.0,2021-02-24
2367,5.0,27.5,-45.0,-87.5,4.5,Less than 18,M,High School,Student,16.0,2021-02-24
2369,5.0,-22.5,-70.0,-82.5,-10.5,Between 18 and 25,M,First Level Master Degree,University Student,30.0,2021-02-24
2371,5.0,70.0,-30.0,-95.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2373,5.0,70.0,-30.0,-97.5,8.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2374,5.0,70.0,-30.0,-97.5,8.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2376,5.0,70.0,-30.0,-100.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2378,5.0,67.5,-30.0,-95.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2379,5.0,67.5,-30.0,-90.0,5.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2380,5.0,70.0,-12.5,-62.5,21.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-25
2381,6.0,85.0,-2.5,-7.5,43.0,Less than 18,M,Middle School,Student,12.0,2021-02-25
2384,5.0,25.0,-50.0,-87.5,-37.5,Less than 18,M,High School,Student,37.0,2021-02-25
2385,5.0,25.0,-15.0,-62.5,-23.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0,2021-02-25
2387,5.0,32.5,-25.0,-72.5,-18.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0,2021-02-25
2389,5.0,30.0,-30.0,-70.0,-13.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,16.0,2021-02-25
2390,3.0,37.5,-10.0,-12.5,29.0,Between 46 and 55,F,Master's Degree,Freelance,13.0,2021-02-25
2391,2.0,77.5,10.0,65.0,77.0,Between 18 and 25,M,Middle School,I'd rather not answer,12.0,2021-02-25
2392,5.0,47.5,-42.5,-32.5,1.0,Less than 18,M,Middle School,Student,16.0,2021-02-25
2393,2.0,-2.5,22.5,80.0,122.0,Less than 18,M,Middle School,Student,33.0,2021-02-25
2394,2.0,15.0,100.0,160.0,162.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,14.0,2021-02-25
2395,5.0,15.0,-15.0,-107.5,-24.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0,2021-02-25
2396,5.0,-57.5,-35.0,-92.5,-77.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0,2021-02-25
2397,5.0,10.0,0.0,-30.0,24.0,Between 56 and 65,F,High School,Permanent Employee,27.0,2021-02-25
2398,2.0,75.0,62.5,125.0,154.5,I'd rather not answer,M,Master's Degree,Retired,2.0,2021-02-25
2400,2.0,50.0,55.0,102.5,122.0,Between 18 and 25,M,High School,University Student,14.0,2021-02-25
2401,2.0,50.0,12.5,25.0,98.5,Between 18 and 25,M,High School,University Student,12.0,2021-02-25
2402,2.0,42.5,22.5,22.5,98.5,Between 18 and 25,M,High School,University Student,12.0,2021-02-25
2403,3.0,45.0,-20.0,-2.5,12.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,13.0,2021-02-26
2404,2.0,50.0,0.0,37.5,96.0,Between 18 and 25,M,High School,University Student,12.0,2021-02-26
2405,2.0,15.0,32.5,72.5,117.0,Less than 18,M,High School,Student,21.0,2021-02-26
2406,3.0,5.0,-32.5,10.0,27.0,Between 18 and 25,M,High School,Student,27.0,2021-02-26
2407,3.0,27.5,-20.0,-15.0,35.0,Between 18 and 25,M,Middle School,Student,16.0,2021-02-26
2409,5.0,7.5,-57.5,-40.0,-33.0,Between 18 and 25,M,High School,Student,17.0,2021-02-26
2410,3.0,22.5,-22.5,-10.0,37.0,Between 18 and 25,M,High School,Student,16.0,2021-02-26
2412,4.0,25.0,-15.0,25.0,54.5,Between 18 and 25,M,High School,Student,28.0,2021-02-26
2413,5.0,25.0,-47.5,-77.5,-44.0,Less than 18,M,Middle School,Student,17.0,2021-02-26
2414,3.0,20.0,-35.0,-25.0,47.5,Between 46 and 55,M,Vocational qualification,Entrepreneur,16.0,2021-02-26
2415,2.0,-12.5,25.0,97.5,139.5,Less than 18,M,I'd rather not answer,Student,33.0,2021-02-26
2417,2.0,-27.5,15.0,112.5,117.0,Between 18 and 25,M,High School,Student,34.0,2021-02-26
2418,5.0,2.5,-72.5,-127.5,-101.5,Between 18 and 25,M,High School,Entrepreneur,38.0,2021-02-26
2419,5.0,67.5,-30.0,-95.0,3.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,9.0,2021-02-26
