nearest_public_figure_id,econ,dipl,govt,scty,age,sex,study,work,nearest_result_id
2.0,32.5,30.0,82.5,107.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,21.0
2.0,57.5,25.0,60.0,109.5,Less than 18,F,Middle School,Student,21.0
5.0,17.5,-27.5,-10.0,18.5,Between 18 and 25,M,Middle School,Student,27.0
3.0,25.0,-35.0,-30.0,47.0,Less than 18,M,Middle School,Student,16.0
5.0,5.0,-55.0,-52.5,-4.0,Less than 18,M,Middle School,Student,37.0
5.0,-5.0,-65.0,-67.5,-24.0,Less than 18,M,Middle School,Student,37.0
2.0,47.5,15.0,45.0,78.5,Between 18 and 25,F,High School,Student,12.0
6.0,32.5,-32.5,-7.5,46.5,Less than 18,M,Middle School,Student,13.0
3.0,35.0,-27.5,-7.5,36.0,Between 46 and 55,F,High School,Permanent Employee,13.0
2.0,47.5,25.0,57.5,117.0,Between 18 and 25,M,High School,Student,21.0
4.0,55.0,0.0,15.0,60.0,Between 26 and 35,M,Master's Degree,Looking for employment,12.0
5.0,-12.5,-30.0,-57.5,-33.5,Less than 18,M,High School,Student,30.0
5.0,-5.0,-60.0,-37.5,-41.0,Between 46 and 55,M,High School,Entrepreneur,30.0
2.0,45.0,22.5,37.5,82.5,Between 18 and 25,F,High School,University Student,19.0
6.0,27.5,-25.0,-5.0,79.0,Less than 18,M,High School,Student,13.0
5.0,47.5,-25.0,-70.0,3.0,Between 18 and 25,M,Master's Degree,Public Employee,9.0
3.0,47.5,-7.5,-50.0,53.0,Between 46 and 55,M,High School,Public Employee,9.0
2.0,55.0,20.0,40.0,111.0,Between 18 and 25,M,High School,Student,12.0
2.0,57.5,40.0,70.0,113.5,Between 18 and 25,F,High School,Student,14.0
2.0,55.0,45.0,77.5,103.5,Between 26 and 35,F,Bachelor's Degree,Freelance,14.0
4.0,50.0,10.0,22.5,78.5,Between 18 and 25,M,High School,University Student,12.0
2.0,62.5,5.0,55.0,99.5,Between 18 and 25,M,Middle School,Student,12.0
2.0,45.0,12.5,45.0,91.0,Less than 18,M,Middle School,Student,19.0
2.0,37.5,42.5,92.5,114.5,Between 18 and 25,F,High School,University Student,14.0
4.0,42.5,20.0,17.5,86.5,Between 18 and 25,F,High School,Student,12.0
2.0,47.5,45.0,117.5,104.5,Between 18 and 25,F,High School,University Student,14.0
6.0,30.0,5.0,10.0,30.5,Between 46 and 55,F,Middle School,Freelance,28.0
4.0,40.0,12.5,35.0,69.5,Between 18 and 25,F,Master's Degree,University Student,19.0
2.0,30.0,30.0,47.5,85.0,Between 18 and 25,F,High School,University Student,19.0
2.0,75.0,42.5,67.5,113.5,Between 18 and 25,F,High School,Student,2.0
2.0,52.5,52.5,65.0,103.5,Between 18 and 25,F,Middle School,Student,14.0
2.0,55.0,45.0,60.0,102.0,Between 46 and 55,M,Bachelor's Degree,I'd rather not answer,14.0
5.0,40.0,-85.0,-127.5,-2.0,Less than 18,M,I'd rather not answer,Student,37.0
5.0,-60.0,-60.0,-130.0,-68.0,More than 65,M,PhD,Freelance,39.0
2.0,65.0,25.0,42.5,121.0,Between 36 and 45,M,High School,Permanent Employee,12.0
2.0,57.5,27.5,65.0,128.5,Between 36 and 45,M,High School,Permanent Employee,14.0
5.0,15.0,-70.0,-130.0,-36.5,Less than 18,M,Middle School,Student,37.0
5.0,-12.5,-40.0,-107.5,-32.0,Between 18 and 25,M,Bachelor's Degree,University Student,37.0
4.0,15.0,5.0,30.0,66.0,Less than 18,M,Middle School,Student,28.0
5.0,20.0,-22.5,-40.0,-17.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,20.0
4.0,42.5,12.5,20.0,67.0,Less than 18,M,Middle School,Student,12.0
4.0,7.5,-2.5,50.0,78.5,Between 18 and 25,M,High School,University Student,28.0
4.0,30.0,25.0,-10.0,78.5,Between 18 and 25,M,High School,Student,12.0
6.0,30.0,-12.5,2.5,44.5,Between 18 and 25,M,High School,Looking for employment,13.0
2.0,30.0,22.5,35.0,118.0,Between 18 and 25,F,High School,Student,21.0
6.0,55.0,-12.5,-27.5,67.5,Between 26 and 35,M,High School,University Student,13.0
5.0,27.5,-60.0,-67.5,-8.5,Less than 18,M,Middle School,Student,37.0
4.0,47.5,-12.5,20.0,69.5,Less than 18,M,Vocational qualification,Student,12.0
3.0,0.0,-30.0,-7.5,33.0,Between 46 and 55,M,High School,Freelance,27.0
6.0,-12.5,-25.0,27.5,54.5,Between 18 and 25,M,High School,Entrepreneur,27.0
4.0,57.5,17.5,17.5,67.5,Between 26 and 35,F,Vocational qualification,Permanent Employee,12.0
5.0,-32.5,7.5,37.5,-9.5,Less than 18,N,Bachelor's Degree,Public Employee,41.0
5.0,5.0,-42.5,-65.0,18.0,Between 18 and 25,M,High School,University Student,16.0
5.0,27.5,-20.0,-50.0,6.5,More than 65,F,High School,Retired,16.0
5.0,-42.5,-70.0,-137.5,-37.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,43.0
4.0,27.5,-5.0,22.5,63.5,Less than 18,M,High School,Student,19.0
5.0,-2.5,-35.0,-37.5,-36.0,Between 18 and 25,M,High School,Looking for employment,31.0
2.0,52.5,52.5,70.0,89.5,Between 18 and 25,M,High School,I'd rather not answer,14.0
3.0,30.0,-5.0,-10.0,20.0,Between 18 and 25,M,High School,Student,27.0
6.0,-2.5,-50.0,20.0,64.5,Between 18 and 25,M,Vocational qualification,Student,27.0
6.0,40.0,-37.5,-7.5,52.5,I'd rather not answer,M,I'd rather not answer,Student,13.0
2.0,57.5,42.5,60.0,64.0,I'd rather not answer,N,PhD,I'd rather not answer,21.0
5.0,37.5,-30.0,-105.0,-1.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,10.0
6.0,55.0,-32.5,10.0,47.5,Less than 18,M,Middle School,Student,13.0
5.0,47.5,7.5,-25.0,11.5,Between 46 and 55,F,High School,Freelance,13.0
5.0,35.0,2.5,-22.5,12.5,Less than 18,F,High School,Student,16.0
4.0,67.5,-20.0,-7.5,93.0,Less than 18,N,Middle School,Student,12.0
2.0,67.5,42.5,52.5,84.5,Between 18 and 25,M,Middle School,Student,14.0
5.0,17.5,-70.0,-80.0,-32.0,Between 56 and 65,M,High School,Permanent Employee,37.0
6.0,37.5,-10.0,-17.5,51.0,Between 26 and 35,F,High School,Permanent Employee,13.0
5.0,0.0,0.0,0.0,0.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,27.0
5.0,42.5,-75.0,-95.0,-9.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,37.0
5.0,-27.5,-60.0,-185.0,-62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0
5.0,-20.0,-60.0,-185.0,-62.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,38.0
2.0,32.5,27.5,70.0,116.0,Between 36 and 45,M,High School,Permanent Employee,21.0
5.0,17.5,-20.0,-32.5,1.5,Less than 18,M,Middle School,Student,27.0
2.0,75.0,42.5,60.0,87.0,Between 18 and 25,F,Master's Degree,Freelance,2.0
5.0,7.5,-50.0,-105.0,-57.0,Less than 18,M,Middle School,Student,37.0
2.0,35.0,52.5,92.5,77.0,Between 56 and 65,F,High School,Permanent Employee,33.0
2.0,62.5,30.0,47.5,102.5,Less than 18,M,Middle School,Student,12.0
6.0,57.5,5.0,-7.5,53.5,Between 18 and 25,M,High School,Student,12.0
3.0,62.5,-17.5,-32.5,36.0,Less than 18,M,High School,Student,13.0
4.0,52.5,22.5,32.5,70.0,Between 46 and 55,F,Master's Degree,Permanent Employee,12.0
3.0,65.0,-20.0,-32.5,43.5,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,13.0
2.0,47.5,15.0,60.0,123.5,Less than 18,M,Middle School,Student,21.0
2.0,62.5,25.0,32.5,104.0,Between 26 and 35,F,Master's Degree,Public Employee,12.0
4.0,52.5,-25.0,0.0,77.0,Less than 18,M,I'd rather not answer,I'd rather not answer,12.0
5.0,60.0,-47.5,-80.0,-47.0,Between 18 and 25,M,High School,University Student,10.0
4.0,-12.5,57.5,22.5,67.0,Less than 18,M,I'd rather not answer,Student,28.0
2.0,7.5,52.5,62.5,67.0,Less than 18,M,I'd rather not answer,Student,21.0
6.0,15.0,17.5,5.0,53.0,Less than 18,M,I'd rather not answer,Student,28.0
5.0,42.5,-37.5,-25.0,13.5,Between 18 and 25,M,High School,University Student,16.0
6.0,40.0,12.5,-17.5,38.0,Less than 18,M,I'd rather not answer,Student,13.0
5.0,30.0,-32.5,-60.0,13.0,Between 18 and 25,N,I'd rather not answer,I'd rather not answer,16.0
2.0,60.0,17.5,45.0,119.5,Between 18 and 25,M,High School,University Student,12.0
2.0,67.5,67.5,107.5,137.0,Between 18 and 25,M,Bachelor's Degree,University Student,2.0
2.0,50.0,30.0,65.0,104.5,Between 18 and 25,M,High School,University Student,21.0
2.0,90.0,45.0,90.0,152.0,Less than 18,M,Middle School,Student,2.0
2.0,12.5,35.0,80.0,62.0,Between 26 and 35,M,Master's Degree,Post-Doc,33.0
2.0,80.0,70.0,100.0,132.0,Between 36 and 45,M,Middle School,I'd rather not answer,2.0
4.0,-10.0,-32.5,27.5,72.0,Less than 18,M,High School,I'd rather not answer,28.0
2.0,22.5,70.0,102.5,121.0,Less than 18,M,Middle School,Student,14.0
4.0,50.0,12.5,-5.0,75.0,Less than 18,M,Middle School,Student,12.0
4.0,65.0,22.5,-15.0,85.0,Less than 18,M,Middle School,Student,12.0
6.0,70.0,2.5,-57.5,70.5,Less than 18,M,Middle School,Student,5.0
5.0,32.5,-12.5,-42.5,-11.0,Between 26 and 35,M,Master's Degree,I'd rather not answer,16.0
5.0,-40.0,-27.5,-47.5,-79.5,Less than 18,M,I'd rather not answer,Student,40.0
2.0,10.0,67.5,105.0,152.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,22.0
5.0,15.0,-50.0,-157.5,-57.0,Less than 18,M,High School,Student,24.0
5.0,12.5,-65.0,-162.5,-67.0,Less than 18,M,High School,Student,24.0
5.0,-40.0,0.0,40.0,-12.0,Less than 18,M,High School,Student,41.0
5.0,20.0,-60.0,-135.0,-32.0,Less than 18,M,High School,Student,37.0
5.0,35.0,-50.0,-172.5,-47.0,Less than 18,M,High School,Student,24.0
5.0,-20.0,-75.0,-142.5,-72.0,Less than 18,M,High School,Student,38.0
5.0,37.5,-80.0,-162.5,-62.0,Less than 18,M,High School,Student,24.0
5.0,0.0,-20.0,-87.5,-77.0,Less than 18,M,High School,Student,17.0
5.0,-2.5,-85.0,-157.5,-57.0,Less than 18,M,High School,Student,24.0
5.0,7.5,-45.0,-45.0,-37.0,I'd rather not answer,M,I'd rather not answer,I'd rather not answer,17.0
4.0,-5.0,-22.5,40.0,68.5,Between 18 and 25,F,High School,Student,28.0
5.0,-22.5,-37.5,15.0,14.5,Between 18 and 25,M,High School,University Student,41.0
4.0,57.5,-20.0,27.5,57.0,Between 36 and 45,M,Master's Degree,Freelance,12.0
6.0,20.0,10.0,-5.0,68.5,Between 46 and 55,M,High School,Permanent Employee,19.0
6.0,42.5,-32.5,2.5,51.0,Between 36 and 45,M,Master's Degree,Freelance,13.0
5.0,-70.0,-65.0,-40.0,-103.0,Between 36 and 45,M,First Level Master Degree,Entrepreneur,45.0
2.0,60.0,10.0,50.0,108.5,Between 26 and 35,M,Bachelor's Degree,Permanent Employee,12.0
5.0,-10.0,-90.0,-140.0,-132.0,Between 36 and 45,M,First Level Master Degree,Entrepreneur,38.0
5.0,30.0,-80.0,-150.0,-102.0,Between 36 and 45,M,First Level Master Degree,Entrepreneur,24.0
5.0,-15.0,-90.0,-110.0,-112.0,Between 36 and 45,M,First Level Master Degree,Entrepreneur,38.0
3.0,37.5,-10.0,-12.5,30.5,Between 46 and 55,M,High School,Freelance,13.0
2.0,62.5,57.5,107.5,129.5,Between 36 and 45,M,Bachelor's Degree,Freelance,14.0
5.0,-40.0,-90.0,-90.0,-112.0,Between 46 and 55,M,Bachelor's Degree,Freelance,39.0
5.0,32.5,-12.5,-5.0,-4.0,Between 46 and 55,M,High School,Entrepreneur,27.0
4.0,27.5,2.5,40.0,82.0,Between 26 and 35,M,High School,Freelance,19.0
3.0,22.5,-10.0,-32.5,44.5,Between 56 and 65,M,Middle School,Freelance,16.0
2.0,40.0,17.5,57.5,99.5,Between 26 and 35,M,Master's Degree,Entrepreneur,21.0
5.0,-35.0,-65.0,-130.0,-129.5,Between 56 and 65,M,High School,Public Employee,39.0
2.0,62.5,7.5,35.0,132.0,Between 26 and 35,M,PhD,Permanent Employee,12.0
2.0,22.5,20.0,77.5,119.5,Between 26 and 35,M,Master's Degree,Post-Doc,21.0
2.0,57.5,45.0,90.0,129.5,Between 46 and 55,M,Master's Degree,Freelance,14.0
5.0,40.0,0.0,-40.0,12.0,Between 56 and 65,M,Middle School,Freelance,16.0
2.0,62.5,55.0,72.5,94.5,Between 26 and 35,M,Master's Degree,Permanent Employee,14.0
6.0,17.5,-30.0,32.5,28.5,Between 46 and 55,M,I'd rather not answer,Freelance,27.0
2.0,75.0,67.5,117.5,129.5,Between 36 and 45,M,Bachelor's Degree,Permanent Employee,2.0
2.0,17.5,22.5,70.0,106.0,Between 26 and 35,M,Master's Degree,Post-Doc,21.0
2.0,17.5,22.5,70.0,108.5,Between 26 and 35,M,Master's Degree,Post-Doc,21.0
4.0,57.5,7.5,-2.5,71.5,More than 65,M,Vocational qualification,Retired,12.0
5.0,60.0,-35.0,-17.5,23.0,Between 56 and 65,M,High School,Freelance,13.0
2.0,65.0,7.5,52.5,99.5,Between 36 and 45,M,High School,Public Employee,12.0
4.0,30.0,20.0,12.5,69.0,Between 18 and 25,M,High School,Student,19.0
2.0,65.0,52.5,72.5,109.5,Between 26 and 35,M,Master's Degree,Permanent Employee,14.0
4.0,47.5,22.5,40.0,72.5,Between 18 and 25,M,High School,Student,12.0
4.0,87.5,5.0,5.0,88.5,Between 46 and 55,M,High School,Entrepreneur,4.0
4.0,55.0,5.0,30.0,57.5,More than 65,M,Vocational qualification,Retired,12.0
6.0,72.5,-7.5,-25.0,76.0,Between 18 and 25,F,Bachelor's Degree,I'd rather not answer,12.0
3.0,75.0,-45.0,-55.0,82.0,Between 18 and 25,F,Master's Degree,I'd rather not answer,5.0
5.0,70.0,15.0,-47.5,-7.0,Between 26 and 35,M,High School,Looking for employment,8.0
2.0,75.0,32.5,85.0,124.5,Less than 18,M,Middle School,Student,2.0
5.0,0.0,-45.0,-35.0,-21.5,Between 18 and 25,M,Bachelor's Degree,Entrepreneur,31.0
5.0,30.0,-50.0,-120.0,-78.0,Between 36 and 45,M,PhD,Entrepreneur,17.0
2.0,30.0,50.0,117.5,79.5,Between 18 and 25,M,High School,University Student,33.0
5.0,12.5,-72.5,-80.0,-47.0,Between 18 and 25,M,High School,Student,37.0
5.0,2.5,-20.0,-95.0,-2.0,Less than 18,M,High School,Student,37.0
2.0,37.5,67.5,125.0,124.5,Less than 18,M,I'd rather not answer,I'd rather not answer,14.0
2.0,22.5,27.5,52.5,89.5,Between 18 and 25,M,High School,University Student,19.0
2.0,70.0,37.5,85.0,104.5,Between 26 and 35,M,High School,Permanent Employee,2.0
2.0,52.5,40.0,85.0,149.5,Less than 18,M,I'd rather not answer,Student,14.0
2.0,65.0,40.0,90.0,144.5,Less than 18,M,I'd rather not answer,Student,2.0
2.0,40.0,75.0,90.0,119.5,Less than 18,F,High School,Student,14.0
6.0,37.5,5.0,-10.0,37.5,Between 46 and 55,M,First Level Master Degree,Permanent Employee,13.0
2.0,55.0,35.0,57.5,112.0,Between 18 and 25,F,High School,University Student,14.0
2.0,85.0,55.0,87.5,134.5,Between 18 and 25,M,High School,University Student,2.0
5.0,37.5,-70.0,-67.5,33.0,Between 18 and 25,M,Bachelor's Degree,University Student,16.0
6.0,10.0,5.0,7.5,33.0,I'd rather not answer,N,I'd rather not answer,Student,28.0
2.0,42.5,20.0,65.0,76.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
4.0,40.0,12.5,30.0,81.0,Between 46 and 55,F,First Level Master Degree,Entrepreneur,19.0
2.0,47.5,55.0,92.5,117.0,Between 18 and 25,M,Middle School,Student,14.0
2.0,60.0,55.0,82.5,112.0,Between 18 and 25,M,I'd rather not answer,Student,14.0
4.0,77.5,10.0,0.0,92.0,Between 18 and 25,M,I'd rather not answer,Student,12.0
2.0,47.5,47.5,57.5,81.0,Less than 18,M,High School,University Student,21.0
4.0,52.5,0.0,45.0,74.5,Between 18 and 25,M,High School,University Student,12.0
6.0,47.5,-5.0,-7.5,33.5,Between 18 and 25,M,Master's Degree,University Student,13.0
4.0,35.0,7.5,40.0,59.5,Between 18 and 25,M,Bachelor's Degree,University Student,19.0
3.0,47.5,-15.0,-7.5,33.5,Between 18 and 25,M,Master's Degree,University Student,13.0
2.0,35.0,17.5,97.5,99.5,Between 18 and 25,M,Master's Degree,University Student,33.0
4.0,50.0,-2.5,2.5,66.0,Between 18 and 25,M,High School,Student,12.0
2.0,70.0,35.0,42.5,101.0,Between 18 and 25,N,High School,Student,12.0
6.0,67.5,-7.5,-12.5,41.0,Between 18 and 25,M,High School,University Student,12.0
5.0,25.0,-75.0,-90.0,-2.0,Between 18 and 25,M,High School,Student,37.0
5.0,-22.5,-65.0,-117.5,-28.5,Between 56 and 65,M,First Level Master Degree,Entrepreneur,30.0
4.0,67.5,20.0,30.0,68.5,Between 18 and 25,M,High School,University Student,12.0
4.0,40.0,30.0,22.5,76.5,Between 18 and 25,F,High School,University Student,19.0
4.0,77.5,12.5,20.0,84.5,Between 18 and 25,F,High School,University Student,12.0
6.0,7.5,-20.0,0.0,65.0,Between 18 and 25,M,High School,University Student,27.0
2.0,77.5,55.0,82.5,127.0,Between 18 and 25,M,Bachelor's Degree,Student,2.0
4.0,30.0,25.0,22.5,41.0,Between 18 and 25,F,High School,University Student,19.0
5.0,-80.0,-80.0,-150.0,-132.0,Between 18 and 25,M,Bachelor's Degree,Student,39.0
2.0,72.5,17.5,67.5,124.5,Between 18 and 25,M,High School,University Student,2.0
2.0,67.5,45.0,82.5,129.5,Between 18 and 25,F,High School,University Student,2.0
2.0,72.5,35.0,65.0,106.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
5.0,35.0,-20.0,-80.0,-14.5,Between 56 and 65,M,High School,Retired,10.0
2.0,45.0,27.5,40.0,112.0,Between 18 and 25,F,High School,University Student,21.0
5.0,40.0,-32.5,-42.5,42.5,Between 18 and 25,M,High School,University Student,16.0
2.0,47.5,50.0,80.0,104.5,Between 18 and 25,M,Bachelor's Degree,University Student,14.0
6.0,52.5,7.5,0.0,49.5,Between 18 and 25,M,High School,University Student,12.0
2.0,85.0,45.0,90.0,134.5,Between 18 and 25,M,Bachelor's Degree,Student,2.0
2.0,45.0,55.0,57.5,109.5,Between 18 and 25,F,Bachelor's Degree,University Student,22.0
2.0,77.5,42.5,87.5,121.0,Between 18 and 25,F,Middle School,Student,2.0
2.0,70.0,37.5,65.0,126.0,Between 18 and 25,F,Bachelor's Degree,University Student,2.0
3.0,67.5,-27.5,-40.0,53.5,Between 56 and 65,F,High School,I'd rather not answer,9.0
2.0,80.0,22.5,62.5,94.5,Between 18 and 25,M,High School,University Student,2.0
2.0,22.5,45.0,62.5,149.0,Between 18 and 25,M,High School,Student,22.0
2.0,82.5,40.0,75.0,123.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
2.0,47.5,37.5,37.5,86.0,Between 18 and 25,M,Bachelor's Degree,University Student,21.0
5.0,-52.5,-52.5,-102.5,-94.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
2.0,50.0,27.5,37.5,81.0,Between 18 and 25,F,High School,University Student,12.0
4.0,67.5,-22.5,32.5,74.5,Between 56 and 65,M,High School,Retired,12.0
2.0,57.5,20.0,30.0,99.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0
6.0,-10.0,-20.0,40.0,32.0,Between 26 and 35,M,I'd rather not answer,I'd rather not answer,27.0
2.0,55.0,35.0,72.5,91.0,Between 18 and 25,M,High School,University Student,14.0
6.0,42.5,-25.0,-10.0,52.0,Between 18 and 25,M,High School,University Student,13.0
2.0,77.5,37.5,70.0,134.5,Between 18 and 25,F,High School,University Student,2.0
2.0,72.5,72.5,115.0,134.5,Between 18 and 25,N,High School,University Student,2.0
5.0,-80.0,-90.0,-150.0,-172.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
3.0,37.5,-32.5,-30.0,59.5,Between 18 and 25,M,High School,University Student,13.0
5.0,-80.0,-85.0,-155.0,-142.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
2.0,7.5,25.0,55.0,76.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,19.0
2.0,65.0,7.5,62.5,117.0,Between 18 and 25,M,High School,University Student,12.0
3.0,25.0,-15.0,-25.0,38.0,Between 18 and 25,M,High School,University Student,16.0
2.0,80.0,30.0,52.5,114.5,Between 18 and 25,M,High School,University Student,2.0
6.0,35.0,2.5,22.5,28.5,Between 18 and 25,F,High School,University Student,28.0
5.0,27.5,-22.5,-37.5,10.0,Between 18 and 25,F,High School,University Student,16.0
2.0,60.0,60.0,85.0,146.0,Between 18 and 25,F,High School,University Student,14.0
4.0,45.0,20.0,32.5,80.0,Between 18 and 25,M,Bachelor's Degree,University Student,12.0
2.0,70.0,72.5,90.0,133.5,Between 18 and 25,M,High School,Student,2.0
6.0,17.5,-27.5,-10.0,56.0,Between 18 and 25,M,High School,University Student,16.0
2.0,50.0,25.0,97.5,127.0,Between 18 and 25,M,Bachelor's Degree,University Student,14.0
2.0,70.0,37.5,37.5,107.5,Between 18 and 25,M,High School,University Student,12.0
4.0,12.5,-35.0,15.0,69.5,Between 18 and 25,M,High School,University Student,27.0
2.0,72.5,55.0,90.0,108.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,2.0
4.0,52.5,-10.0,2.5,67.0,Between 56 and 65,M,Vocational qualification,Retired,12.0
2.0,52.5,35.0,25.0,91.0,Between 18 and 25,F,Bachelor's Degree,University Student,12.0
2.0,72.5,15.0,52.5,99.5,Between 26 and 35,M,First Level Master Degree,Fixed Term Employee,12.0
2.0,62.5,67.5,77.5,135.0,Between 18 and 25,F,High School,University Student,14.0
3.0,35.0,-65.0,-10.0,50.0,Between 18 and 25,M,High School,Student,13.0
2.0,77.5,50.0,65.0,142.0,Between 18 and 25,F,Bachelor's Degree,University Student,2.0
2.0,37.5,15.0,65.0,89.5,Between 18 and 25,F,High School,University Student,19.0
5.0,35.0,-20.0,-40.0,19.0,Between 18 and 25,M,High School,Student,16.0
6.0,17.5,-7.5,-27.5,63.0,Between 18 and 25,F,High School,University Student,16.0
5.0,30.0,-27.5,-35.0,19.0,Between 18 and 25,M,High School,Student,16.0
2.0,72.5,42.5,75.0,129.5,Between 18 and 25,F,High School,University Student,2.0
2.0,60.0,40.0,75.0,122.0,Between 18 and 25,F,High School,University Student,14.0
2.0,60.0,42.5,75.0,124.5,Between 18 and 25,F,High School,University Student,14.0
2.0,57.5,35.0,62.5,142.0,Between 18 and 25,F,High School,University Student,14.0
2.0,65.0,35.0,62.5,142.0,Between 18 and 25,F,High School,University Student,2.0
5.0,-12.5,-82.5,-100.0,-84.5,Between 18 and 25,M,High School,Permanent Employee,38.0
6.0,47.5,2.5,-2.5,46.0,Between 18 and 25,F,High School,University Student,12.0
5.0,5.0,-30.0,-95.0,8.0,Less than 18,M,High School,Student,37.0
2.0,67.5,65.0,95.0,124.5,Between 56 and 65,F,Bachelor's Degree,Public Employee,14.0
2.0,55.0,55.0,85.0,99.5,Between 26 and 35,M,Master's Degree,Looking for employment,14.0
2.0,42.5,52.5,90.0,103.5,Between 18 and 25,F,Middle School,Student,14.0
2.0,45.0,45.0,110.0,114.5,Between 18 and 25,M,Middle School,Student,14.0
2.0,75.0,25.0,50.0,117.0,Between 18 and 25,M,Bachelor's Degree,University Student,2.0
2.0,70.0,17.5,42.5,114.5,Between 18 and 25,M,Bachelor's Degree,University Student,12.0
6.0,-30.0,10.0,50.0,-7.0,More than 65,F,Middle School,Retired,27.0
5.0,-40.0,-30.0,-40.0,-38.0,Between 56 and 65,N,First Level Master Degree,Entrepreneur,44.0
5.0,-87.5,-90.0,-140.0,-102.0,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,39.0
2.0,52.5,32.5,65.0,84.5,I'd rather not answer,N,I'd rather not answer,I'd rather not answer,21.0
4.0,32.5,-12.5,30.0,69.5,Between 18 and 25,M,High School,University Student,19.0
6.0,15.0,-25.0,15.0,55.5,Between 18 and 25,M,High School,University Student,28.0
2.0,35.0,32.5,90.0,91.0,Between 18 and 25,M,High School,University Student,33.0
2.0,60.0,30.0,82.5,144.5,Between 18 and 25,M,High School,University Student,14.0
